46834,51260,47595,42332,49705,56808,57688
43503,47491,44915,38965,44357,51126,52920
41783,45896,43306,37142,42089,48056,50726
40629,44732,42150,35994,40392,46335,49297
40007,44267,41326,35421,39441,45492,48789
39663,43753,41327,35060,39034,45122,48488
39606,44023,41541,35302,39425,45507,49472
40609,46402,44111,38159,42835,47282,53730
43153,49310,47618,42434,47913,50914,59713
47727,54234,53195,47991,55091,59676,66734
51371,56845,55984,51414,59888,66160,71719
52781,57963,56876,52332,60994,68347,74168
53323,58150,57377,52494,60991,67942,74391
50001,54452,52364,46613,54973,61320,66100
48396,52343,50195,44077,52597,58814,63310
48600,52530,51076,44304,53027,58856,63717
49105,53185,51388,45100,53843,59429,65723
50992,54724,53406,47432,55348,62381,69614
53851,58681,57231,52310,59444,67320,75250
52211,57128,55853,51898,59002,66954,75092
53771,58902,56408,53265,60848,68181,73439
53786,58487,56085,52945,60134,67644,71454
52854,57271,54492,51677,59501,66745,69701
49900,53546,50612,46919,55696,62189,64302
46518,51074,48698,43247,49482,56918,58406
43520,47428,45679,40049,46243,51552,53376
41760,45784,43671,37957,43970,48832,50976
40241,44681,42877,36855,42570,47018,49555
39315,43993,42440,35963,41754,46209,48861
39157,43418,42080,35831,41309,45763,48577
39427,43569,42394,36365,41553,45681,49378
41114,45536,44754,38733,43367,47614,53097
43672,48212,47886,42805,46854,50807,58796
48013,52899,52886,47930,54631,59545,66443
51549,55358,56292,51357,60552,66646,71912
53000,56615,57658,52847,61878,69079,74236
53954,57314,58313,53199,62022,69011,74516
50510,53523,53593,47504,56494,62351,66930
48839,51661,51588,45076,54614,60091,64242
49190,52455,52422,45199,54351,60395,64989
49657,52955,52892,46027,54975,60951,66061
51469,54509,54665,48473,57005,64340,70331
55300,58056,58801,52804,60613,69197,76685
53552,57080,57339,51812,60544,68282,75523
54910,58478,57919,52834,62927,69542,74008
54451,58253,57714,52507,62598,69052,71699
53846,57439,56229,51341,61828,67256,69686
50778,53653,52159,46713,58064,61457,64874
47372,50930,49975,43178,52945,55583,59083
44355,47737,46670,39432,47686,50508,54199
42478,46118,44579,37252,44604,47761,51570
41328,45101,43130,35973,43091,46390,50013
40617,44586,42385,35242,42153,45863,48854
40238,44169,42255,34844,41575,45564,48597
40679,44219,42485,35079,41736,45944,48552
42305,46527,44764,37533,43651,49415,50702
44980,49351,48231,41871,47170,55005,54774
49051,54333,53589,47141,54721,61786,63263
52703,57258,57083,51539,60994,67566,70077
54075,58167,58708,52839,62509,70074,71826
55076,58675,59054,53072,62444,70750,71247
51352,55236,54221,47275,56137,63547,64681
49843,54032,52261,45204,53540,60295,62167
50176,54142,52852,45596,53738,60365,62752
50349,54818,52954,45860,54527,61776,64295
52207,56312,54927,48528,56907,64841,67593
56039,59170,58984,52987,61053,70373,72916
54407,57763,59069,38849,60661,70265,71783
55701,59446,59257,52693,63086,71454,70919
55986,59091,58942,52302,63296,70856,69449
55083,58060,57295,51383,62457,68759,67219
52073,53820,52504,47520,57626,63045,62791
48731,51469,48870,44100,51718,56959,57171
45556,47957,45316,40581,46573,51489,52506
43556,45921,43626,38246,44073,49559,50208
42215,45132,42238,37168,42754,47823,48659
41684,44209,41570,35948,41909,46606,47872
41451,43806,41226,35267,41453,45030,47549
41805,44301,40975,35647,41969,45567,47533
43245,46219,42838,36970,44853,50690,49626
45969,49070,45878,39865,49512,56690,53748
50632,54100,50127,45997,55674,63250,62954
54632,58329,55791,50606,60508,70279,69707
56481,59940,58567,52222,61545,73166,72420
57870,60422,58718,52217,61372,74191,72780
54592,56701,55211,47047,54988,68068,66014
53097,54700,53123,45532,52254,64468,63836
53811,55356,52586,45543,52514,64362,64254
54169,55441,53633,45863,53515,65491,65538
56043,56750,56646,48028,55975,68352,69420
59503,60036,60627,51848,59920,73458,74809
58473,58509,59122,50591,59975,73747,73814
59489,59934,59255,52255,62598,74501,72937
59197,59391,58567,51952,62692,73936,71574
57979,58461,56257,50887,61386,72187,69024
54014,54734,51400,47114,56819,65964,62925
50503,52554,48123,43972,51353,59065,57045
46713,48848,43925,40259,46428,53152,52753
44640,46729,41141,37786,43838,50215,50159
43197,45581,39317,36002,42280,43394,48476
42551,45179,38110,35028,41240,46396,47925
41976,44765,37306,34527,40785,47464,47754
41943,44791,37409,34867,41337,47700,48552
43292,34911,38253,36290,44281,51303,52746
46021,49312,39522,38704,49252,56887,58553
50690,54824,45017,45238,55879,64352,65738
55284,57771,52217,50213,60015,72247,71516
58105,59026,56009,52569,61049,75777,73117
58774,59296,55895,52338,61006,75889,72382
55323,55274,52248,46850,54521,69845,64568
53568,53634,50068,44785,52151,67278,60970
53776,54074,49707,45356,52662,66377,61431
54127,54207,50247,46120,53311,67708,63230
56266,55475,53214,48648,55631,71875,67185
59860,58618,57263,52475,59997,76725,73106
58069,57284,56190,51073,59704,76445,73064
58798,58704,56556,52239,61589,77308,71975
58650,58112,56269,51913,61546,76641,70617
57674,57191,54738,50345,60460,74472,68587
53933,53943,50593,45355,55740,67538,63140
49969,51451,46236,41927,50466,59673,57330
46021,48312,41948,38578,45906,53493,52936
44023,46343,38673,36108,43490,50735,50813
42806,45147,37327,34705,41827,48800,49747
41778,44610,36226,34217,41340,47848,49164
41366,43995,35898,34328,40985,47446,48732
41510,44140,35887,34555,41120,47987,49106
42817,45418,36538,37376,43806,51437,52803
45218,47230,38200,41631,47852,57253,59033
50088,52071,44313,47949,54641,64823,66640
54191,56347,51704,52234,60273,72897,72081
56677,57745,55981,53802,62282,76598,73980
57656,57396,56989,54089,62988,77539,74575
54468,53842,53180,48366,59422,71231,66484
53217,52417,50943,46072,58213,68120,63448
53815,53037,50980,46452,56855,67691,64396
54343,53330,51565,47200,53892,68002,66026
56916,55147,54665,49465,56723,71355,69774
60549,58438,58320,53024,61153,76589,75884
58388,56440,57031,52007,60652,77440,75980
58673,57861,58004,53544,62083,78379,74685
58389,57878,57976,53430,61386,77980,72828
57588,57121,56186,52153,60203,76213,70407
54060,53708,51018,47224,55806,69133,64663
50050,51517,46273,43124,50163,61413,58446
45911,48154,42079,39525,44824,55338,53641
43684,46169,39296,37692,41941,51888,51011
42490,45157,37958,36204,40363,49882,49234
41517,44239,37264,35441,39811,48646,48458
41009,43757,36950,34728,39215,48393,47778
40819,43639,36939,35051,39700,48795,48259
41637,44800,39085,37702,42417,52425,52325
43258,46396,43358,41908,46981,58025,57851
48909,52135,49206,47868,54191,65545,65241
54307,56544,54266,52279,59571,73352,71797
57046,58831,56158,53465,61395,77452,74837
56880,59737,56496,53856,61578,78743,74983
53049,56972,51704,48092,55506,72949,67616
51201,55872,49023,45469,52983,70578,65263
51075,56586,48756,45854,52929,70106,65543
50770,57325,49179,46356,53527,70849,67308
52380,59637,51283,48847,55903,73808,71061
55457,63352,55730,52646,60809,79270,76738
54464,60627,55799,51966,60546,78462,75984
56143,61299,58277,53275,61795,79659,75189
56355,60907,59081,53570,61600,79031,73430
55601,59226,58096,52174,60400,77092,71002
53100,54722,53018,47765,55765,71341,64529
49737,51624,48720,43859,50176,63546,57906
45614,47828,44009,40388,45082,56756,52528
43553,45430,41256,38186,42237,52809,49923
42065,44202,39804,36839,40837,50347,48537
41003,43659,39225,36296,40124,49280,47995
40486,43269,38759,35945,39912,48609,47459
40301,42957,38812,36171,40144,48906,47962
40946,44504,41326,38779,42656,50534,51970
42429,46685,45395,42887,47269,54697,57998
47474,52258,51647,48803,54578,63482,66423
52930,56997,56520,52830,60387,72801,72765
54883,59426,58250,54581,62173,77324,74954
54884,59067,58268,54871,62174,78434,74422
51406,55472,52767,49181,55943,72523,66270
49241,53094,49318,47045,53432,70202,62716
49311,53159,49563,47170,53104,69742,63239
49650,53827,49704,47777,53762,70542,64504
51420,55287,51985,49817,56153,73173,68029
54453,58692,56001,53601,60137,77880,74125
52975,57542,55784,52702,59903,76911,74455
55118,60010,58717,54149,62203,78048,74127
55300,60420,59382,54136,61944,78207,72803
54393,59647,58002,52836,60956,76613,70593
51436,55319,53547,48355,57109,71004,65002
48453,51981,49452,44473,51624,63414,58253
44906,48542,44854,40847,45670,56635,53574
42619,46517,42328,38725,43284,52865,50955
41276,44831,40909,37375,41768,50432,49376
40412,43782,39944,36887,40848,49396,48351
40353,43398,39324,36366,40598,48922,47840
40482,43280,39438,36387,40642,49212,48473
41896,44550,41839,38885,42585,50695,52710
44189,47011,45609,43044,46259,54208,58497
49780,53283,52139,48797,53706,62997,66106
53400,57626,56240,53162,59738,71606,72713
55513,59103,57998,54955,61419,74785,75003
56394,59149,57613,54873,60903,74735,75085
53183,55285,51876,49272,54859,68649,67541
51630,52871,49158,47018,52907,65739,64790
51749,52718,49207,47650,52492,65367,62017
52159,52876,49817,48130,53003,65986,66482
53544,54290,51941,50021,54905,68881,70460
56582,57797,55400,54302,58906,73585,71593
54727,56735,55051,53142,59148,73040,76033
55868,58980,57714,54071,60811,75918,74976
55771,59245,58630,53967,61206,76751,72976
54915,58769,57552,52418,60667,75326,70345
51955,54768,53109,47818,56946,69546,51253
48735,52315,48927,43808,51602,61876,58837
45045,48497,44321,40336,46323,55199,53937
42600,45913,42041,38111,42932,51995,49326
41365,44282,40637,36259,41271,49817,45793
41035,42898,39839,35558,40255,49327,44717
40675,42660,39573,35352,39966,48675,42609
40935,42743,39535,35385,40229,49339,48884
42552,44296,41924,37741,41570,52515,49174
45219,46601,45535,42079,45169,58274,49273
50651,52362,52205,48138,52528,65384,52623
54744,56458,56129,52484,58456,71732,60243
56405,57991,57276,53675,59913,73917,69825
56892,58157,57228,53464,59423,74032,62221
53324,54568,51772,47627,53830,66546,59700
51944,52470,49213,45698,51509,63740,54430
52037,52476,49326,45717,50914,62801,54886
51818,52552,49581,45661,51510,64168,55779
53413,54344,51576,47531,53379,67054,62206
56370,57732,55788,51590,56960,72488,66755
54670,56352,55078,50911,56722,72135,66041
55984,58056,57299,52621,59764,73852,73200
56239,58618,57999,52381,60854,74410,60226
55310,58343,57363,51329,59704,73134,58629
51769,55008,53288,47547,55282,67496,51253
48501,52143,49568,44486,49706,60747,55843
44601,47391,45643,39952,44811,54368,49534
42359,45396,42950,37652,41908,51273,42997
40865,44274,41720,36215,40498,49748,41787
40181,43632,41053,35192,39702,48786,43066
39844,43109,40256,35055,39166,48603,46220
39839,42928,40574,35190,39484,48710,47934
41047,44678,42501,37091,41683,52011,45277
43638,46760,45811,39813,45845,57763,51049
48854,52227,51778,46254,53290,65621,58857
52409,56261,56386,51257,58537,71826,68279
53796,57385,58130,52604,60009,74231,70859
54185,57663,58302,52187,59876,74274,71450
50844,53702,53263,47311,54209,66881,57179
49026,51983,50934,45317,51466,63298,58906
49379,51996,51333,45684,51676,63054,59185
49887,51833,51718,45701,52537,63916,56314
51565,53584,53670,47996,54538,66606,59093
54907,56854,57659,51789,58484,71901,63111
53140,55357,56119,50240,58509,71438,66880
54928,57017,58004,51877,60896,73412,61319
55059,57272,58343,52205,60815,73985,60823
54800,56563,57444,51077,59874,72901,55057
52446,52567,54194,47150,55203,67349,57866
48860,50162,51013,43984,49692,60321,59138
45595,46962,46312,40174,44974,54263,53650
43432,44780,43699,38318,42411,51460,47402
42126,43277,42097,37024,40966,49701,43804
41257,42670,41047,35844,39971,48551,45033
40912,42710,40173,35633,39465,48680,48849
41002,42773,40254,35899,39888,49009,49461
42396,44186,41468,37185,42713,51983,53428
44571,46511,43850,40239,48104,57593,59609
49648,52478,50228,46766,55127,65354,52623
54466,56820,56419,51837,60101,71710,56265
56541,58552,59511,53401,59978,73711,67305
57261,58951,59950,53182,59435,73570,76125
54158,55046,55540,47481,53651,65747,61054
52930,53559,53833,45236,50753,63069,54476
53137,53411,53907,45342,50952,62672,64548
53372,53118,53924,45948,51481,63363,65827
55347,54273,56124,48085,53350,65956,67009
58833,57411,59577,52035,57106,71382,72840
57246,55762,58436,50533,57084,70991,75234
57921,57616,59288,52216,59684,72804,75034
57735,58017,59031,53061,59611,73076,73289
56662,57332,57534,51983,59130,72333,71812
53334,53869,53344,47372,55082,66961,65894
49706,51138,49786,43612,49669,60247,59657
45823,47743,45270,39882,44911,54650,54047
43672,45086,42427,37788,42085,51554,51630
42302,43558,40973,36274,40178,50226,49939
41513,42818,40092,35655,39277,49284,49411
40871,42608,39652,35189,38800,48741,49114
40794,42527,39500,35267,39234,49159,49594
42174,43613,40563,37421,41307,51860,53894
44324,44995,42110,41511,45012,57304,59506
49586,51342,47808,48309,51871,64938,66933
53735,55678,54244,52928,56515,71302,72261
55167,57265,57757,54323,57247,73222,74807
55740,57384,58551,54297,56599,73369,74421
51846,53796,54471,48800,51054,66164,67834
50260,52491,53011,46487,49134,63401,65062
50472,52367,53147,46643,49182,63207,65455
50151,51864,53820,47184,49649,63970,66646
51591,52752,56494,49218,51496,66781,69511
54114,55835,59844,53652,54767,71363,74374
52422,54220,58139,52298,54932,70712,74017
53796,56299,59116,53299,57400,72556,73453
54154,57277,58609,53398,58163,72970,71854
53897,56922,56422,52341,57527,71799,69797
51809,53367,51504,47956,53686,66475,64382
48900,50348,47958,44470,48683,59732,58055
45227,46496,43774,40630,43679,54165,52819
42757,43925,41633,38693,41241,51292,50786
41022,42950,40201,37230,39376,49596,48974
39901,41628,38745,36291,38436,48671,48031
39640,41313,38218,35815,37873,48215,47618
39353,41152,37766,36228,38121,48402,48281
40425,42360,39423,38341,39716,51261,52231
42015,43888,42366,41990,43789,56697,57588
47105,49328,48436,48169,50989,64880,64085
50601,53861,54810,52949,55811,71253,70335
51574,54705,58084,54255,57090,73862,72716
51263,54341,58289,54457,56765,73854,72455
48213,50923,54122,48681,51136,66197,65215
47123,49537,51399,46159,48786,63276,62883
47401,49458,51221,46364,48389,63651,62939
47422,37000,51581,46848,48766,64106,64065
48539,51138,54260,48930,50987,66501,67726
50957,54672,58415,52910,54454,71363,73471
49410,53069,57046,51688,54660,70868,73182
51335,54868,57380,53155,56945,71997,71952
51845,55848,58387,53362,57423,72068,70115
51343,55663,56854,52124,56632,70504,67813
49003,52321,52222,47422,52782,65775,62133
46892,49718,47762,44060,47832,59898,56211
43465,45529,43417,40018,42722,54568,51095
41628,43605,40114,37901,40291,51807,48805
39840,42425,38559,36257,38948,50095,47454
39163,41717,37917,35751,38021,49070,46748
38744,41374,37516,35126,37526,49302,46310
38606,41187,37440,35544,37752,48734,46812
39353,42438,39113,37633,39501,50828,50914
40829,44496,42826,41167,43650,54986,57008
45985,50582,49026,47253,50106,63004,64335
50002,56058,53856,51442,55666,69926,69732
51331,58530,55145,52910,57126,72550,71138
51458,58920,55232,53023,56726,72264,70772
47858,56041,51484,47732,51711,65376,62637
47028,54994,47552,45252,49016,62907,59555
47622,54666,47801,45155,48681,62765,60177
47902,54885,48090,45843,48901,63125,60958
49022,56784,49888,47986,50733,65310,65001
51753,59566,53865,51481,54477,70031,70254
50166,57952,53242,50304,54310,69374,71145
51420,59043,55998,51559,56117,70435,71139
51604,59223,57107,51243,56347,70860,69538
51519,58528,56566,50258,55883,69890,67944
49206,54180,52739,46223,52305,65566,63104
46477,50590,48813,43127,47269,59639,57342
42872,45516,43775,39591,42260,54086,52769
40924,43258,40769,37092,39789,51198,50055
39632,42029,39204,35549,38323,49657,48740
39101,41215,38067,34777,37356,48505,48036
38933,40570,37512,34179,36964,48194,47772
39007,40515,37725,34396,37157,48229,48422
40432,41793,39956,36155,38591,50015,52792
42893,43885,43504,39826,41611,53462,58271
48249,49620,50130,45955,48349,61577,65968
51558,54627,54930,50584,54299,68753,70921
52580,55973,56355,52532,55490,71138,72502
52300,55865,56127,52360,55327,70992,72699
48718,51961,50617,47482,50525,64200,64587
47491,49440,48335,45684,47840,61618,61457
48183,49247,48356,46205,47351,61944,62164
48326,48961,48659,47142,47613,62257,63401
49502,50228,50350,49369,49712,65117,67031
52588,53517,53533,52864,53088,69282,73338
50499,52739,52836,51658,53243,68380,73374
52154,55363,55797,52731,55051,70122,73038
52125,56521,56992,52258,55864,70915,70993
51701,56702,56143,50831,55360,69965,69488
49093,53039,52244,46423,51996,65045,64985
46506,49343,48631,42804,46576,59189,59249
43310,44673,43936,39125,41609,53759,53981
41491,41796,41218,36557,39039,51228,51749
40176,40299,39528,35228,37434,49401,49901
39260,39107,38654,34604,36524,48625,49170
38794,38590,38328,34114,36257,48050,48552
39073,38642,38094,34296,36314,48567,48944
40333,39794,39937,36083,37585,51911,51404
42552,42188,43677,39505,41145,56531,55566
48189,48256,50579,46028,47914,64171,64581
51753,52839,54959,51296,53928,69973,71826
52639,53980,56184,53502,55070,71231,74264
52579,53404,55816,53513,54398,70692,73842
49276,49414,50649,48030,49542,63956,66281
47653,47099,48208,46133,46402,61265,63820
47810,46896,47991,46552,45802,61817,64334
48106,46725,48504,47341,46159,62257,64953
49125,48233,50357,49763,48081,64353,68213
52299,51213,54519,53214,51667,68619,73546
50313,49956,53826,51715,51917,67667,72610
51629,53173,55506,52282,54123,69552,72541
51746,54474,56379,52225,54804,70077,71543
51471,54130,55773,51206,54831,69320,70409
48910,50448,51691,47196,51257,64565,66040
46302,46615,47778,44028,46165,58624,59950
43027,42506,43231,40059,41364,53041,54592
41150,40295,40931,37287,38382,50536,51949
39765,39095,39810,35567,36859,48893,50267
38993,38224,38987,34731,35762,48016,49252
38799,37910,38617,33867,35324,47222,49104
38666,37807,38543,33848,35397,47859,49216
39545,39064,40059,35158,36857,50552,51433
41756,41287,43548,37239,40512,55616,55342
47001,46805,50204,44195,46731,63985,64219
50952,51320,54523,50771,52012,70126,71603
52056,52515,55726,54022,53556,71986,73729
52040,52110,54979,54683,53119,71569,74059
48448,48001,49079,50890,48390,64588,66638
47076,45634,46938,49394,45662,62150,63512
47797,45604,47644,49419,44992,62298,63930
47838,45350,47820,49641,44974,62936,64840
48664,46825,49522,52568,46538,65179,68466
51790,49995,53592,56302,50166,69544,73693
49764,48983,52690,54503,50397,69124,73020
51033,51124,53851,54964,52155,70455,73489
51408,52257,54352,54644,52772,70606,72506
51202,52230,53868,52902,52343,69786,70809
48224,49468,50848,48268,49525,64757,64823
45718,46440,48014,44258,44452,58358,58347
42815,42220,43728,39838,39405,52930,53053
40705,39431,41084,37107,36491,50514,51054
39561,38256,39664,35349,34763,49082,49541
38881,37251,38948,34391,33904,48602,48822
38830,36582,38624,34305,33364,47875,48642
38659,36662,38582,34321,33844,48461,49182
39994,37958,39721,35063,35118,51137,53418
42078,39866,42299,37049,38335,55867,58830
47599,45349,49083,43178,44790,63688,66397
50829,49102,53645,50875,50023,69496,72415
52189,50050,54678,55314,51117,71542,74326
52259,49709,54487,55674,51228,70999,73553
48925,46237,49206,52143,47005,63752,65554
47854,44677,47533,49876,44270,60975,61998
48558,44227,47725,49687,43352,61402,62738
48945,44300,48096,50261,43239,61962,64767
49681,45425,49897,53790,45114,64620,68670
52433,48174,53233,58123,49400,68982,73771
50427,47058,51277,57210,49721,68566,74048
51878,48664,52663,58139,50582,69767,73620
53039,49235,53111,58066,50670,69553,72054
52457,49083,52539,56033,50264,68347,69799
50027,46185,49235,50277,47461,64022,64447
47299,43505,46509,44386,42809,58172,58406
43914,39851,43114,39296,37692,53366,53490
42029,37793,40841,36352,34817,50942,51147
40522,36474,39454,35015,33266,49625,49288
39969,35963,38544,34100,32727,48725,49192
39511,35566,37825,33692,32274,48146,49097
39521,35491,37939,33606,32230,48510,49625
40692,36338,39136,34972,33588,51161,53562
42263,37642,41169,38370,36583,56048,59032
48009,42501,47594,45299,42568,64337,66439
51738,46787,52241,53401,47297,70061,72309
52760,48054,53335,57786,48855,72116,73898
52935,47835,53192,58176,48031,71764,73404
49441,44550,48324,54280,43966,64449,65564
47698,42722,46659,51995,40627,62155,62520
48254,42100,46865,51138,39576,62493,63243
48505,41911,47243,51566,39492,63247,64338
49779,43127,49089,54343,41309,65888,67945
52453,45507,52069,58202,45710,70244,73534
50646,44482,50447,57169,46482,69293,73493
51404,46672,52305,58347,48025,70814,73976
51538,47677,52914,58719,48347,70084,72203
51357,47584,52285,56912,48292,69132,70505
48703,45047,48925,51215,45624,64260,65360
46099,42380,45807,45182,40831,58368,59038
43216,38548,42203,39283,36062,53686,53282
41040,36642,40125,36035,33318,50899,51126
39868,35405,39025,34450,31675,49148,49713
39300,34674,38255,33361,31061,48594,48971
38935,34337,37971,32964,30784,48018,49028
39243,34482,38091,33006,30690,48674,49859
40065,35442,39516,34335,32014,51356,54265
41736,36989,42569,37716,34569,55952,59265
46792,41898,49324,45264,40201,64154,66869
50303,45379,53136,52201,45315,69945,72406
51892,46651,54521,55592,46286,72352,74125
51629,46204,54639,55684,45279,71131,72887
48341,43710,49112,50939,41428,64858,65193
47132,41652,47192,47975,38570,62504,62525
47464,41101,47680,47157,37900,62839,62474
47672,41139,48056,47483,37903,63587,63990
49108,42109,49758,50079,40271,65821,67927
51899,44692,53014,54663,44865,70083,73238
50427,44358,51781,54380,45536,69700,73439
51786,46562,52743,56062,46612,70976,73598
52740,47107,53121,56952,46686,70708,72246
51953,46902,52407,55584,46678,68846,70202
49611,44022,49114,50377,44249,65067,64426
47150,41313,46183,44948,39803,59268,58345
44134,37558,42519,39063,35228,54527,54504
41792,35245,40508,35535,32244,51630,51867
40218,34222,39372,33684,30637,50175,49824
39414,33399,38489,32913,29911,49266,49281
39286,33027,37814,32352,29519,48431,48174
39628,32962,37818,32489,29815,48852,48934
40405,33842,39419,34122,30654,50769,53033
41513,35646,42969,37432,33070,54425,59220
46499,40400,49517,44712,38842,62493,67256
50272,43917,54015,50420,44139,69251,73379
51406,44626,54878,52210,46288,71702,74361
51658,43793,54361,52333,45625,71565,73940
48977,40844,48582,48051,43014,64901,66074
47993,38724,46708,45799,41736,62491,62727
48171,38427,47163,45620,42741,62575,63284
48276,38348,47092,46009,45403,62961,64655
49394,39650,48633,48329,48125,65295,65026
51612,42808,51970,51861,47684,69808,74583
49942,42572,50767,51354,42452,68875,75003
51705,44162,52042,53908,43204,70457,75148
52219,44660,52426,54807,44704,70407,73921
51937,44270,51652,54407,44796,69279,71749
49206,41915,48290,50101,43674,64861,65873
46232,39460,45861,44801,41158,58925,59256
42623,35935,42126,39136,37450,54004,54402
40926,33644,40206,36187,32818,51221,51524
39508,32218,39040,34459,29939,49617,50086
38818,31727,38587,33454,28418,48666,49294
38617,31346,38044,33115,28870,48306,49017
38457,31409,38062,33009,28975,48813,49771
39557,32132,39862,34420,30208,50358,53817
41307,33654,42751,38211,32467,53820,59392
46924,38691,48770,45210,38689,61980,67158
50852,41896,52656,50271,42802,67828,74091
52172,42651,54319,51659,41429,69883,76972
51980,42605,54030,50825,38297,69744,77117
48487,39522,48592,46499,34843,68535,69312
46855,37335,47107,44479,32875,61726,65868
47323,36575,47416,44418,32452,61891,65861
47508,36933,47803,45037,33332,62440,67436
48710,38506,49787,47472,37582,64659,71385
51340,42245,52820,50874,42802,68951,76545
